  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
724940 23234 201201010000 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   34 1021.1 30.16 1018.1  57  43 ***** ***** ***** ***** ** 
724940 23234 201201010056 090   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   36 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010156 110   7 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   53   41 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010256 120   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   53   39 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010356 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   53   42 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010456 150   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   40 1021.0 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010556 110   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   51   42 1021.1 30.16 1020.7  56  43  0.00 ***** ***** ***** ** 
724940 23234 201201010656 150   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   49   40 1021.4 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010756 150   6 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   48   40 1021.1 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  57 *** ***** *****  0.00 ***** ** 
724940 23234 201201010856 150   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   47   41 1021.2 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201010956 150   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   46   40 1021.2 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   49   44 1021.5 30.17 1021.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011156 190   5 *** 722 CLR 0 0 0 10.0 ** ** ** ** ** ** ** ** *   45   41 1021.6 30.17 1021.1  57  44  0.00 ***** ***** ***** ** 
724940 23234 201201011256 130   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   47   41 1021.4 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011356 140   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   44   39 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011456 140  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   46   40 1021.6 30.17 1021.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011556 120   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   46   41 1022.2 30.19 1021.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011656 130   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   49   41 1022.7 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011756 150   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   42 1022.9 30.21 1022.4  52  43  0.00 ***** ***** ***** ** 
724940 23234 201201011800 150   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   42 1022.9 ***** 1019.8  52  43 ***** ***** ***** ***** ** 
724940 23234 201201011856 110   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   55   42 1022.5 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201011956 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   55   43 1021.4 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201012056 360   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1020.6 30.14 1020.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201012156 010   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1020.1 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201012256 010   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   46 1019.9 30.12 1019.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201012356 060   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   47 1019.8 30.12 1019.4  57  52  0.00 ***** ***** ***** ** 
724940 23234 201201020000 060   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   47 1019.8 ***** 1016.8  57  44 ***** ***** ***** ***** ** 
724940 23234 201201020056 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   44 1019.7 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020156 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   55   44 1020.2 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020256 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   47 1020.5 30.14 1020.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020356 190   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   44 1021.1 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020456 150   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   51   43 1021.0 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020556 160   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 1021.2 30.16 1020.7  58  50  0.00 ***** ***** ***** ** 
724940 23234 201201020600 160   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 1021.2 ***** 1018.1  58  44 ***** ***** ***** ***** ** 
724940 23234 201201020656 280   3 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   50   41 1021.4 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020756 ***   0 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   49   42 1021.6 30.17 1021.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  58 *** ***** *****  0.00 ***** ** 
724940 23234 201201020856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   42 1022.1 30.19 1021.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201020956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   44 1022.0 30.18 1021.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021056 230   3 *** 200 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   47   42 1022.3 30.19 1021.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021156 ***   0 *** 200 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   49   44 1022.9 30.21 1022.4  52  45  0.00 ***** ***** ***** ** 
724940 23234 201201021200 ***   0 *** *** BKN * * *  8.8 ** ** ** ** ** ** ** ** *   49   44 1022.9 ***** 1019.8  58  45 ***** ***** ***** ***** ** 
724940 23234 201201021256 ***   0 *** 200 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   47   43 1023.5 30.23 1023.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021356 ***   0 *** 200 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   51   46 1024.2 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021456 100  13 *** 180 BKN * * *  5.0 10 ** ** ** 10 ** ** ** *   50   46 1024.3 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021556 150   8 *** 180 BKN * * *  5.0 10 ** ** ** 10 ** ** ** *   49   45 1025.6 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021656 170   5 *** 180 OVC * * *  5.0 10 ** ** ** 10 ** ** ** *   50   46 1026.5 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021756 ***   0 *** 180 OVC * * *  5.0 05 ** ** ** ** ** ** ** *   51   46 1026.6 30.32 1026.1  52  47  0.00 ***** ***** ***** ** 
724940 23234 201201021800 ***   0 *** *** OVC * * *  5.0 05 ** ** ** ** ** ** ** *   51   46 1026.6 ***** 1023.5  52  47 ***** ***** ***** ***** ** 
724940 23234 201201021856 070   3 *** 180 BKN * * *  5.0 05 ** ** ** ** ** ** ** *   52   46 1026.4 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201021956 010   5 *** 180 BKN * * *  5.0 05 ** ** ** ** ** ** ** *   53   47 1025.7 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201022056 080   5 *** 180 BKN * * *  5.0 05 ** ** ** ** ** ** ** *   52   47 1024.9 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201022156 ***   0 *** 180 BKN * * *  6.0 05 ** ** ** ** ** ** ** *   52   47 1024.5 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201022256 ***   0 *** 180 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   52   47 1024.6 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201022356 ***   0 *** 180 BKN * * *  8.0 ** ** ** ** ** ** ** ** *   54   47 1024.6 30.26 1024.1  54  45  0.00 ***** ***** ***** ** 
724940 23234 201201030056 130   5 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   54   47 1024.6 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030156 290   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1025.2 30.28 1024.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030256 250   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   48 1025.1 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   47 1025.5 30.28 1024.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030456 280   7 *** 150 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   51   48 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030556 270   5 *** 150 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   51   48 1026.1 30.30 1025.5  55  50  0.00 ***** ***** ***** ** 
724940 23234 201201030600 270   5 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   51   48 1026.1 ***** 1022.9  55  45 ***** ***** ***** ***** ** 
724940 23234 201201030656 140   3 *** 150 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   49   46 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030756 300   3 *** 150 BKN * * *  9.1 ** ** ** ** ** ** ** ** *   49   47 1026.5 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  55 *** ***** *****  0.00 ***** ** 
724940 23234 201201030841 290   9 *** 150 BKN * * *  5.0 10 ** ** ** 10 ** ** ** *   50   48 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201030852 280  10 ***   4 OVC * * *  4.0 10 ** ** ** 10 ** ** ** *   50   48 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201030856 280  11 ***   4 OVC * * *  4.0 10 ** ** ** 10 ** ** ** *   50   48 1026.8 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201030939 ***   0 ***   2 OVC * * *  1.8 10 ** ** ** 10 ** ** ** *   50   48 ****** 30.31 1025.8 *** *** ***** ***** ***** ***** ** 
724940 23234 201201030949 ***   0 ***   2 OVC * * *  0.5 44 ** ** ** 30 ** ** ** *   50   48 ****** 30.31 1025.8 *** *** ***** ***** ***** ***** ** 
724940 23234 201201030956 ***   0 ***   1 OBS * * *  0.3 45 ** ** ** 30 ** ** ** *   49   47 1026.4 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031012 160   3 ***   1 OBS * * *  1.0 10 ** ** ** 10 ** ** ** *   48   46 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031014 ***   0 ***   2 OVC * * *  0.3 44 ** ** ** 30 ** ** ** *   48   46 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031025 290   3 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   46 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031054 300   3 ***   2 *** * * *  0.1 ** ** ** ** 30 ** ** ** *   48   48 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031056 300   3 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   49   48 1026.9 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031110 330   5 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   48 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031141 010   5 ***   2 OVC * * *  0.3 44 ** ** ** 30 ** ** ** *   50   48 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031156 020   6 ***   2 OVC * * *  0.1 44 ** ** ** 30 ** ** ** *   50   48 1026.9 30.33 1026.5  52  48  0.00 ***** ***** ***** ** 
724940 23234 201201031200 020   6 *** *** OVC * * *  0.1 41 ** ** ** ** ** ** ** *   50   48 1026.9 ***** 1023.9  55  48 ***** ***** ***** ***** ** 
724940 23234 201201031256 080   3 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   49   48 1026.6 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031303 090   3 ***   2 OBS * * *  0.5 45 ** ** ** 30 ** ** ** *   48   48 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031320 050   3 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   48 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031341 ***   0 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   48 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031356 050   3 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   49   47 1026.6 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031420 ***   0 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   48 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031456 ***   0 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   48 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031556 ***   0 ***   2 OBS * * *  0.1 45 ** ** ** 30 ** ** ** *   48   46 1027.6 30.35 1027.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031654 120   3 ***   2 *** * * *  0.5 ** ** ** ** 30 ** ** ** *   48   46 ****** 30.36 1027.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031656 120   5 ***   2 OBS * * *  0.5 45 ** ** ** 30 ** ** ** *   48   47 1028.2 30.36 1027.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031756 130   5 ***   2 OBS * * *  0.3 45 ** ** ** 30 ** ** ** *   48   47 1028.5 30.37 1027.8  50  48  0.00 ***** ***** ***** ** 
724940 23234 201201031800 130   5 ***   1 OBS * * *  0.2 41 ** ** ** ** ** ** ** *   48   47 1028.5 ***** 1025.2  52  48 ***** ***** ***** ***** ** 
724940 23234 201201031854 050   3 ***   3 *** * * *  2.0 ** ** ** ** 10 ** ** ** *   48   46 ****** 30.36 1027.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201031856 050   3 ***   3 OVC * * *  2.0 10 ** ** ** 10 ** ** ** *   49   46 1028.0 30.36 1027.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201031956 060   3 ***   3 OVC * * *  2.0 10 ** ** ** 10 ** ** ** *   49   46 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201032054 ***   0 ***   2 *** * * *  0.5 ** ** ** ** 30 ** ** ** *   48   46 ****** 30.31 1025.8 *** *** ***** ***** ***** ***** ** 
724940 23234 201201032056 ***   0 ***   2 OBS * * *  0.5 45 ** ** ** 30 ** ** ** *   48   46 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201032132 ***   0 *** 722 SCT * * *  2.0 10 ** ** ** 10 ** ** ** *   48   46 ****** 30.29 1025.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201032156 020   3 *** 722 SCT * * *  2.0 10 ** ** ** 10 ** ** ** *   50   46 1025.5 30.28 1024.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201032256 030   3 *** 722 SCT * * *  2.5 10 ** ** ** 10 ** ** ** *   49   46 1025.5 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201032308 040   3 *** 722 SCT * * *  3.0 10 ** ** ** 10 ** ** ** *   48   46 ****** 30.29 1025.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201032319 ***   0 *** 722 SCT * * *  5.0 10 ** ** ** 10 ** ** ** *   48   46 ****** 30.28 1024.8 *** *** ***** ***** ***** ***** ** 
724940 23234 201201032356 ***   0 *** 722 SCT * * *  6.0 10 ** ** ** 10 ** ** ** *   51   47 1025.5 30.29 1025.1  51  48  0.00 ***** ***** ***** ** 
724940 23234 201201040000 ***   0 *** 722 SCT * * *  5.6 10 ** ** ** ** ** ** ** *   51   47 1025.5 ***** 1022.5  51  48 ***** ***** ***** ***** ** 
724940 23234 201201040056 ***   0 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   53   47 1025.7 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040156 ***   0 *** 722 SCT * * *  8.0 ** ** ** ** ** ** ** ** *   52   47 1025.8 30.30 1025.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040256 300   5 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   52   46 1026.4 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040356 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   51   45 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040456 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   50   45 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040556 ***   0 *** 722 CLR 0 0 0  8.0 ** ** ** ** ** ** ** ** *   50   44 1027.1 30.33 1026.5  53  48  0.00 ***** ***** ***** ** 
724940 23234 201201040656 ***   0 *** 722 CLR * * *  8.0 ** ** ** ** ** ** ** ** *   50   47 1026.9 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040756 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   48   45 1026.8 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  53 *** ***** *****  0.00 ***** ** 
724940 23234 201201040856 160   3 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   47   44 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201040956 ***   0 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   46   43 1026.5 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041056 ***   0 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   47   44 1026.6 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041156 ***   0 *** 722 SCT * * *  9.1 ** ** ** ** ** ** ** ** *   44   41 1026.5 30.31 1025.8  50  43  0.00 ***** ***** ***** ** 
724940 23234 201201041200 ***   0 *** 722 SCT * * *  8.8 ** ** ** ** ** ** ** ** *   44   41 1026.5 ***** 1023.2  53  43 ***** ***** ***** ***** ** 
724940 23234 201201041240 030   7 *** 722 SCT * * *  6.0 10 ** ** ** 10 ** ** ** *   48   46 ****** 30.32 1026.1 *** *** ***** ***** ***** ***** ** 
724940 23234 201201041256 ***   0 *** 722 SCT * * *  6.0 10 ** ** ** 10 ** ** ** *   48   46 1026.7 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041356 ***   0 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   47   44 1027.3 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041456 ***   0 *** 722 SCT * * *  5.0 10 ** ** ** 10 ** ** ** *   45   43 1027.7 30.35 1027.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041556 ***   0 *** 722 SCT * * *  5.0 10 ** ** ** 10 ** ** ** *   46   43 1028.2 30.37 1027.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041656 ***   0 *** 722 SCT * * *  6.0 05 ** ** ** ** ** ** ** *   51   46 1029.0 30.39 1028.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041756 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   53   43 1029.5 30.40 1028.9  53  43  0.00 ***** ***** ***** ** 
724940 23234 201201041856 050   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   55   45 1029.2 30.39 1028.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201041956 010   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1028.3 30.37 1027.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201042056 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   45 1027.3 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201042156 ***   0 *** 160 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1026.5 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201042256 080   3 *** 160 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   55   47 1025.9 30.30 1025.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201042356 060   5 *** 160 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1025.8 30.29 1025.1  57  54  0.00 ***** ***** ***** ** 
724940 23234 201201050000 060   5 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1025.8 ***** 1022.5  57  43 ***** ***** ***** ***** ** 
724940 23234 201201050056 ***   0 *** 160 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   46 1025.7 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050156 ***   0 *** 160 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   56   42 1025.7 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050256 280   7 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 1026.0 30.30 1025.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050356 270  11 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   56   44 1026.5 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050456 270  16 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   53   47 1026.8 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050556 290  15 *** 200 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   44 1026.8 30.32 1026.1  57  53  0.00 ***** ***** ***** ** 
724940 23234 201201050600 290  15 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   54   44 1026.8 ***** 1023.5  57  43 ***** ***** ***** ***** ** 
724940 23234 201201050656 270  16 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   53   45 1026.9 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050749 280  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   46 ****** 30.33 1026.5 *** *** ***** ***** ***** ***** ** 
724940 23234 201201050756 270  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   51   47 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  57 *** ***** *****  0.00 ***** ** 
724940 23234 201201050856 290   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   51   47 1027.1 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201050956 240   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   49   46 1026.8 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   49   46 1026.7 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051156 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   46   43 1026.4 30.31 1025.8  54  45  0.00 ***** ***** ***** ** 
724940 23234 201201051200 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   46   43 1026.4 ***** 1023.2  57  45 ***** ***** ***** ***** ** 
724940 23234 201201051256 210   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   44   41 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051356 220   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   44   40 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051456 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   45   42 1026.1 30.30 1025.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051556 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   47   44 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051656 070   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 1026.7 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201201051756 ***   0 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   51   46 1027.0 30.33 1026.5  51  43  0.00 ***** ***** ***** ** 
724940 23234 201201051800 ***   0 *** 722 SCT * * *  6.9 ** ** ** ** ** ** ** ** *   51   46 1027.0 ***** 1023.9  54  43 ***** ***** ***** ***** ** 
